lambda nm,X,Y,Z
558.7,5.91E-01,9.98E-01,1.62E-03
558.8,5.93E-01,9.98E-01,1.61E-03
558.9,5.94E-01,9.98E-01,1.59E-03
559,5.96E-01,9.98E-01,1.58E-03
559.1,5.98E-01,9.98E-01,1.56E-03
559.2,6.00E-01,9.98E-01,1.55E-03
559.3,6.01E-01,9.98E-01,1.53E-03
559.4,6.03E-01,9.97E-01,1.52E-03
559.5,6.05E-01,9.97E-01,1.50E-03
559.6,6.07E-01,9.97E-01,1.49E-03
559.7,6.08E-01,9.97E-01,1.47E-03
559.8,6.10E-01,9.97E-01,1.46E-03
559.9,6.12E-01,9.97E-01,1.45E-03
560,6.13E-01,9.97E-01,1.43E-03
560.1,6.15E-01,9.97E-01,1.42E-03
560.2,6.17E-01,9.97E-01,1.40E-03
560.3,6.19E-01,9.96E-01,1.39E-03
560.4,6.20E-01,9.96E-01,1.38E-03
560.5,6.22E-01,9.96E-01,1.36E-03
560.6,6.24E-01,9.96E-01,1.35E-03
560.7,6.25E-01,9.96E-01,1.34E-03
560.8,6.27E-01,9.96E-01,1.33E-03
560.9,6.29E-01,9.96E-01,1.31E-03
561,6.31E-01,9.96E-01,1.30E-03
561.1,6.32E-01,9.96E-01,1.29E-03
561.2,6.34E-01,9.96E-01,1.27E-03
561.3,6.36E-01,9.95E-01,1.26E-03
561.4,6.38E-01,9.95E-01,1.25E-03
561.5,6.39E-01,9.95E-01,1.24E-03
561.6,6.41E-01,9.95E-01,1.23E-03
561.7,6.43E-01,9.95E-01,1.21E-03
561.8,6.44E-01,9.95E-01,1.20E-03
561.9,6.46E-01,9.95E-01,1.19E-03
562,6.48E-01,9.95E-01,1.18E-03
562.1,6.50E-01,9.95E-01,1.17E-03
562.2,6.51E-01,9.94E-01,1.16E-03
562.3,6.53E-01,9.94E-01,1.15E-03
562.4,6.55E-01,9.94E-01,1.13E-03
562.5,6.57E-01,9.94E-01,1.12E-03
562.6,6.58E-01,9.94E-01,1.11E-03
562.7,6.60E-01,9.94E-01,1.10E-03
562.8,6.62E-01,9.94E-01,1.09E-03
562.9,6.64E-01,9.94E-01,1.08E-03
563,6.65E-01,9.94E-01,1.07E-03
563.1,6.67E-01,9.93E-01,1.06E-03
563.2,6.69E-01,9.93E-01,1.05E-03
563.3,6.71E-01,9.93E-01,1.04E-03
563.4,6.73E-01,9.93E-01,1.03E-03
563.5,6.74E-01,9.93E-01,1.02E-03
563.6,6.76E-01,9.93E-01,1.01E-03
563.7,6.78E-01,9.93E-01,1.00E-03
563.8,6.80E-01,9.92E-01,9.91E-04
563.9,6.82E-01,9.92E-01,9.81E-04
564,6.83E-01,9.92E-01,9.72E-04
564.1,6.85E-01,9.92E-01,9.63E-04
564.2,6.87E-01,9.92E-01,9.53E-04
564.3,6.89E-01,9.92E-01,9.44E-04
564.4,6.91E-01,9.91E-01,9.35E-04
564.5,6.92E-01,9.91E-01,9.26E-04
564.6,6.94E-01,9.91E-01,9.17E-04
564.7,6.96E-01,9.91E-01,9.08E-04
564.8,6.98E-01,9.91E-01,8.99E-04
564.9,7.00E-01,9.90E-01,8.91E-04
565,7.02E-01,9.90E-01,8.82E-04
565.1,7.04E-01,9.90E-01,8.74E-04
565.2,7.05E-01,9.90E-01,8.65E-04
565.3,7.07E-01,9.90E-01,8.57E-04
565.4,7.09E-01,9.89E-01,8.49E-04
565.5,7.11E-01,9.89E-01,8.41E-04
565.6,7.13E-01,9.89E-01,8.33E-04
565.7,7.15E-01,9.89E-01,8.25E-04
565.8,7.17E-01,9.88E-01,8.17E-04
565.9,7.19E-01,9.88E-01,8.09E-04
566,7.20E-01,9.88E-01,8.01E-04
566.1,7.22E-01,9.88E-01,7.93E-04
566.2,7.24E-01,9.87E-01,7.86E-04
566.3,7.26E-01,9.87E-01,7.78E-04
566.4,7.28E-01,9.87E-01,7.71E-04
566.5,7.30E-01,9.86E-01,7.63E-04
566.6,7.32E-01,9.86E-01,7.56E-04
566.7,7.34E-01,9.86E-01,7.49E-04
566.8,7.36E-01,9.86E-01,7.42E-04
566.9,7.38E-01,9.85E-01,7.34E-04
567,7.39E-01,9.85E-01,7.27E-04
567.1,7.41E-01,9.85E-01,7.20E-04
567.2,7.43E-01,9.84E-01,7.14E-04
567.3,7.45E-01,9.84E-01,7.07E-04
567.4,7.47E-01,9.84E-01,7.00E-04
567.5,7.49E-01,9.83E-01,6.93E-04
567.6,7.51E-01,9.83E-01,6.87E-04
567.7,7.53E-01,9.83E-01,6.80E-04
567.8,7.55E-01,9.82E-01,6.73E-04
567.9,7.57E-01,9.82E-01,6.67E-04
568,7.59E-01,9.82E-01,6.61E-04
568.1,7.61E-01,9.81E-01,6.54E-04
568.2,7.62E-01,9.81E-01,6.48E-04
568.3,7.64E-01,9.80E-01,6.42E-04
568.4,7.66E-01,9.80E-01,6.36E-04
568.5,7.68E-01,9.80E-01,6.30E-04
568.6,7.70E-01,9.79E-01,6.24E-04
568.7,7.72E-01,9.79E-01,6.18E-04
568.8,7.74E-01,9.78E-01,6.12E-04
568.9,7.76E-01,9.78E-01,6.06E-04
569,7.78E-01,9.78E-01,6.00E-04
569.1,7.80E-01,9.77E-01,5.94E-04
569.2,7.82E-01,9.77E-01,5.89E-04
569.3,7.84E-01,9.76E-01,5.83E-04
569.4,7.85E-01,9.76E-01,5.78E-04
569.5,7.87E-01,9.75E-01,5.72E-04
569.6,7.89E-01,9.75E-01,5.67E-04
569.7,7.91E-01,9.75E-01,5.61E-04
569.8,7.93E-01,9.74E-01,5.56E-04
569.9,7.95E-01,9.74E-01,5.50E-04
570,7.97E-01,9.73E-01,5.45E-04
570.1,7.99E-01,9.73E-01,5.40E-04
570.2,8.01E-01,9.72E-01,5.35E-04
570.3,8.02E-01,9.72E-01,5.30E-04
570.4,8.04E-01,9.71E-01,5.25E-04
570.5,8.06E-01,9.71E-01,5.20E-04
570.6,8.08E-01,9.70E-01,5.15E-04
570.7,8.10E-01,9.70E-01,5.10E-04
570.8,8.12E-01,9.69E-01,5.05E-04
570.9,8.14E-01,9.69E-01,5.00E-04
571,8.15E-01,9.68E-01,4.95E-04
571.1,8.17E-01,9.68E-01,4.91E-04
571.2,8.19E-01,9.67E-01,4.86E-04
571.3,8.21E-01,9.67E-01,4.81E-04
571.4,8.23E-01,9.66E-01,4.77E-04
571.5,8.25E-01,9.66E-01,4.72E-04
571.6,8.26E-01,9.65E-01,4.68E-04
571.7,8.28E-01,9.65E-01,4.63E-04
571.8,8.30E-01,9.64E-01,4.59E-04
571.9,8.32E-01,9.64E-01,4.55E-04
572,8.34E-01,9.63E-01,4.50E-04
572.1,8.36E-01,9.63E-01,4.46E-04
572.2,8.37E-01,9.62E-01,4.42E-04
572.3,8.39E-01,9.61E-01,4.38E-04
572.4,8.41E-01,9.61E-01,4.34E-04
572.5,8.43E-01,9.60E-01,4.29E-04
572.6,8.44E-01,9.60E-01,4.25E-04
572.7,8.46E-01,9.59E-01,4.21E-04
572.8,8.48E-01,9.58E-01,4.17E-04
572.9,8.50E-01,9.58E-01,4.13E-04
573,8.52E-01,9.57E-01,4.09E-04
573.1,8.53E-01,9.56E-01,4.06E-04
573.2,8.55E-01,9.56E-01,4.02E-04
573.3,8.57E-01,9.55E-01,3.98E-04
573.4,8.59E-01,9.54E-01,3.94E-04
573.5,8.60E-01,9.54E-01,3.90E-04
573.6,8.62E-01,9.53E-01,3.87E-04
573.7,8.64E-01,9.52E-01,3.83E-04
573.8,8.65E-01,9.52E-01,3.79E-04
573.9,8.67E-01,9.51E-01,3.76E-04
574,8.69E-01,9.50E-01,3.72E-04
574.1,8.70E-01,9.50E-01,3.69E-04
574.2,8.72E-01,9.49E-01,3.65E-04
574.3,8.74E-01,9.48E-01,3.62E-04
574.4,8.75E-01,9.47E-01,3.58E-04
574.5,8.77E-01,9.46E-01,3.55E-04
574.6,8.79E-01,9.46E-01,3.52E-04
574.7,8.80E-01,9.45E-01,3.48E-04
574.8,8.82E-01,9.44E-01,3.45E-04
574.9,8.84E-01,9.43E-01,3.42E-04
575,8.85E-01,9.42E-01,3.39E-04
575.1,8.87E-01,9.42E-01,3.35E-04
575.2,8.89E-01,9.41E-01,3.32E-04
575.3,8.90E-01,9.40E-01,3.29E-04
575.4,8.92E-01,9.39E-01,3.26E-04
575.5,8.93E-01,9.38E-01,3.23E-04
575.6,8.95E-01,9.37E-01,3.20E-04
575.7,8.96E-01,9.36E-01,3.17E-04
575.8,8.98E-01,9.36E-01,3.14E-04
575.9,9.00E-01,9.35E-01,3.11E-04
576,9.01E-01,9.34E-01,3.08E-04
576.1,9.03E-01,9.33E-01,3.05E-04
576.2,9.04E-01,9.32E-01,3.02E-04
576.3,9.06E-01,9.31E-01,3.00E-04
576.4,9.07E-01,9.30E-01,2.97E-04
576.5,9.09E-01,9.29E-01,2.94E-04
576.6,9.10E-01,9.28E-01,2.91E-04
576.7,9.12E-01,9.27E-01,2.88E-04
576.8,9.13E-01,9.26E-01,2.86E-04
576.9,9.15E-01,9.25E-01,2.83E-04
577,9.17E-01,9.24E-01,2.80E-04
577.1,9.18E-01,9.23E-01,2.78E-04
577.2,9.20E-01,9.22E-01,2.75E-04
577.3,9.21E-01,9.21E-01,2.73E-04
577.4,9.23E-01,9.20E-01,2.70E-04
577.5,9.24E-01,9.19E-01,2.68E-04
577.6,9.26E-01,9.19E-01,2.65E-04
577.7,9.27E-01,9.18E-01,2.63E-04
577.8,9.29E-01,9.17E-01,2.60E-04
577.9,9.30E-01,9.16E-01,2.58E-04
578,9.32E-01,9.15E-01,2.55E-04
578.1,9.33E-01,9.14E-01,2.53E-04
578.2,9.35E-01,9.13E-01,2.51E-04
578.3,9.36E-01,9.12E-01,2.48E-04
578.4,9.38E-01,9.11E-01,2.46E-04
578.5,9.40E-01,9.10E-01,2.44E-04
578.6,9.41E-01,9.09E-01,2.41E-04
578.7,9.43E-01,9.08E-01,2.39E-04
578.8,9.44E-01,9.07E-01,2.37E-04
578.9,9.46E-01,9.06E-01,2.35E-04
579,9.47E-01,9.05E-01,2.32E-04
579.1,9.49E-01,9.04E-01,2.30E-04
579.2,9.51E-01,9.03E-01,2.28E-04
579.3,9.52E-01,9.02E-01,2.26E-04
579.4,9.54E-01,9.02E-01,2.24E-04
579.5,9.56E-01,9.01E-01,2.22E-04
579.6,9.57E-01,9.00E-01,2.20E-04
579.7,9.59E-01,8.99E-01,2.18E-04
579.8,9.60E-01,8.98E-01,2.16E-04
579.9,9.62E-01,8.97E-01,2.14E-04
580,9.64E-01,8.96E-01,2.12E-04
580.1,9.66E-01,8.96E-01,2.10E-04
580.2,9.67E-01,8.95E-01,2.08E-04
580.3,9.69E-01,8.94E-01,2.06E-04
580.4,9.71E-01,8.93E-01,2.04E-04
580.5,9.72E-01,8.92E-01,2.02E-04
580.6,9.74E-01,8.91E-01,2.00E-04
580.7,9.76E-01,8.91E-01,1.98E-04
580.8,9.78E-01,8.90E-01,1.97E-04
580.9,9.79E-01,8.89E-01,1.95E-04
581,9.81E-01,8.88E-01,1.93E-04
581.1,9.83E-01,8.88E-01,1.91E-04
581.2,9.85E-01,8.87E-01,1.89E-04
581.3,9.87E-01,8.86E-01,1.88E-04
581.4,9.88E-01,8.85E-01,1.86E-04
581.5,9.90E-01,8.85E-01,1.84E-04
581.6,9.92E-01,8.84E-01,1.83E-04
581.7,9.94E-01,8.83E-01,1.81E-04
581.8,9.96E-01,8.82E-01,1.79E-04
581.9,9.97E-01,8.82E-01,1.78E-04
582,9.99E-01,8.81E-01,1.76E-04
582.1,1.00E+00,8.80E-01,1.74E-04
582.2,1.00E+00,8.79E-01,1.73E-04
582.3,1.00E+00,8.79E-01,1.71E-04
582.4,1.01E+00,8.78E-01,1.70E-04
582.5,1.01E+00,8.77E-01,1.68E-04
582.6,1.01E+00,8.77E-01,1.66E-04
582.7,1.01E+00,8.76E-01,1.65E-04
582.8,1.01E+00,8.75E-01,1.63E-04
582.9,1.02E+00,8.74E-01,1.62E-04
583,1.02E+00,8.74E-01,1.60E-04
583.1,1.02E+00,8.73E-01,1.59E-04
583.2,1.02E+00,8.72E-01,1.57E-04
583.3,1.02E+00,8.71E-01,1.56E-04
583.4,1.02E+00,8.71E-01,1.55E-04
583.5,1.03E+00,8.70E-01,1.53E-04
583.6,1.03E+00,8.69E-01,1.52E-04
583.7,1.03E+00,8.69E-01,1.50E-04
583.8,1.03E+00,8.68E-01,1.49E-04
583.9,1.03E+00,8.67E-01,1.48E-04
584,1.03E+00,8.66E-01,1.46E-04
584.1,1.04E+00,8.66E-01,1.45E-04
584.2,1.04E+00,8.65E-01,1.44E-04
584.3,1.04E+00,8.64E-01,1.42E-04
584.4,1.04E+00,8.63E-01,1.41E-04
584.5,1.04E+00,8.63E-01,1.40E-04
584.6,1.04E+00,8.62E-01,1.38E-04
584.7,1.05E+00,8.61E-01,1.37E-04
584.8,1.05E+00,8.60E-01,1.36E-04
584.9,1.05E+00,8.60E-01,1.35E-04
585,1.05E+00,8.59E-01,1.34E-04
585.1,1.05E+00,8.58E-01,1.32E-04
585.2,1.05E+00,8.57E-01,1.31E-04
585.3,1.06E+00,8.56E-01,1.30E-04
585.4,1.06E+00,8.55E-01,1.29E-04
585.5,1.06E+00,8.55E-01,1.28E-04
585.6,1.06E+00,8.54E-01,1.26E-04
585.7,1.06E+00,8.53E-01,1.25E-04
585.8,1.06E+00,8.52E-01,1.24E-04
585.9,1.06E+00,8.51E-01,1.23E-04
586,1.07E+00,8.50E-01,1.22E-04
586.1,1.07E+00,8.50E-01,1.21E-04
586.2,1.07E+00,8.49E-01,1.20E-04
586.3,1.07E+00,8.48E-01,1.19E-04
586.4,1.07E+00,8.47E-01,1.18E-04
586.5,1.07E+00,8.46E-01,1.16E-04
586.6,1.07E+00,8.45E-01,1.15E-04
586.7,1.07E+00,8.44E-01,1.14E-04
586.8,1.08E+00,8.43E-01,1.13E-04
586.9,1.08E+00,8.42E-01,1.12E-04
587,1.08E+00,8.42E-01,1.11E-04
587.1,1.08E+00,8.41E-01,1.10E-04
587.2,1.08E+00,8.40E-01,1.09E-04
587.3,1.08E+00,8.39E-01,1.08E-04
587.4,1.08E+00,8.38E-01,1.07E-04
587.5,1.08E+00,8.37E-01,1.06E-04
587.6,1.09E+00,8.36E-01,1.05E-04
587.7,1.09E+00,8.35E-01,1.04E-04
587.8,1.09E+00,8.34E-01,1.04E-04
587.9,1.09E+00,8.33E-01,1.03E-04
588,1.09E+00,8.32E-01,1.02E-04
588.1,1.09E+00,8.31E-01,1.01E-04
588.2,1.09E+00,8.30E-01,9.98E-05
588.3,1.09E+00,8.29E-01,9.90E-05
588.4,1.09E+00,8.28E-01,9.81E-05
588.5,1.10E+00,8.27E-01,9.72E-05
588.6,1.10E+00,8.26E-01,9.63E-05
588.7,1.10E+00,8.25E-01,9.54E-05
588.8,1.10E+00,8.24E-01,9.46E-05
588.9,1.10E+00,8.23E-01,9.37E-05
589,1.10E+00,8.22E-01,9.29E-05
589.1,1.10E+00,8.21E-01,9.21E-05
589.2,1.10E+00,8.20E-01,9.13E-05
589.3,1.10E+00,8.19E-01,9.04E-05
589.4,1.10E+00,8.18E-01,8.96E-05
589.5,1.11E+00,8.17E-01,8.88E-05
589.6,1.11E+00,8.16E-01,8.80E-05
589.7,1.11E+00,8.15E-01,8.73E-05
589.8,1.11E+00,8.14E-01,8.65E-05
589.9,1.11E+00,8.13E-01,8.57E-05
590,1.11E+00,8.12E-01,8.49E-05
590.1,1.11E+00,8.11E-01,8.42E-05
590.2,1.11E+00,8.09E-01,8.34E-05
590.3,1.11E+00,8.08E-01,8.27E-05
590.4,1.11E+00,8.07E-01,8.20E-05
590.5,1.11E+00,8.06E-01,8.12E-05
590.6,1.12E+00,8.05E-01,8.05E-05
590.7,1.12E+00,8.04E-01,7.98E-05
590.8,1.12E+00,8.03E-01,7.91E-05
590.9,1.12E+00,8.02E-01,7.84E-05
591,1.12E+00,8.01E-01,7.77E-05
591.1,1.12E+00,8.00E-01,7.70E-05
591.2,1.12E+00,7.99E-01,7.63E-05
591.3,1.12E+00,7.97E-01,7.56E-05
591.4,1.12E+00,7.96E-01,7.50E-05
591.5,1.12E+00,7.95E-01,7.43E-05
591.6,1.12E+00,7.94E-01,7.37E-05
591.7,1.12E+00,7.93E-01,7.30E-05
591.8,1.12E+00,7.92E-01,7.24E-05
591.9,1.13E+00,7.91E-01,7.17E-05
592,1.13E+00,7.90E-01,7.11E-05
592.1,1.13E+00,7.89E-01,7.05E-05
592.2,1.13E+00,7.87E-01,6.98E-05
592.3,1.13E+00,7.86E-01,6.92E-05
592.4,1.13E+00,7.85E-01,6.86E-05
592.5,1.13E+00,7.84E-01,6.80E-05
592.6,1.13E+00,7.83E-01,6.74E-05
592.7,1.13E+00,7.82E-01,6.68E-05
592.8,1.13E+00,7.81E-01,6.62E-05
592.9,1.13E+00,7.79E-01,6.57E-05
593,1.13E+00,7.78E-01,6.51E-05
593.1,1.13E+00,7.77E-01,6.45E-05
593.2,1.13E+00,7.76E-01,6.39E-05
593.3,1.13E+00,7.75E-01,6.34E-05
593.4,1.14E+00,7.74E-01,6.28E-05
593.5,1.14E+00,7.72E-01,6.23E-05
593.6,1.14E+00,7.71E-01,6.17E-05
593.7,1.14E+00,7.70E-01,6.12E-05
593.8,1.14E+00,7.69E-01,6.07E-05
593.9,1.14E+00,7.68E-01,6.01E-05
594,1.14E+00,7.66E-01,5.96E-05
594.1,1.14E+00,7.65E-01,5.91E-05
594.2,1.14E+00,7.64E-01,5.86E-05
594.3,1.14E+00,7.63E-01,5.81E-05
594.4,1.14E+00,7.62E-01,5.75E-05
594.5,1.14E+00,7.61E-01,5.70E-05
594.6,1.14E+00,7.59E-01,5.65E-05
594.7,1.14E+00,7.58E-01,5.61E-05
594.8,1.14E+00,7.57E-01,5.56E-05
594.9,1.14E+00,7.56E-01,5.51E-05
595,1.14E+00,7.54E-01,5.46E-05
595.1,1.14E+00,7.53E-01,5.41E-05
595.2,1.14E+00,7.52E-01,5.37E-05
595.3,1.14E+00,7.51E-01,5.32E-05
595.4,1.15E+00,7.50E-01,5.27E-05
595.5,1.15E+00,7.48E-01,5.23E-05
595.6,1.15E+00,7.47E-01,5.18E-05
595.7,1.15E+00,7.46E-01,5.14E-05
595.8,1.15E+00,7.45E-01,5.09E-05
595.9,1.15E+00,7.43E-01,5.05E-05
596,1.15E+00,7.42E-01,5.01E-05
596.1,1.15E+00,7.41E-01,4.96E-05
596.2,1.15E+00,7.40E-01,4.92E-05
596.3,1.15E+00,7.39E-01,4.88E-05
596.4,1.15E+00,7.37E-01,4.83E-05
596.5,1.15E+00,7.36E-01,4.79E-05
596.6,1.15E+00,7.35E-01,4.75E-05
596.7,1.15E+00,7.34E-01,4.71E-05
596.8,1.15E+00,7.32E-01,4.67E-05
596.9,1.15E+00,7.31E-01,4.63E-05
597,1.15E+00,7.30E-01,4.59E-05
597.1,1.15E+00,7.29E-01,4.55E-05
597.2,1.15E+00,7.27E-01,4.51E-05
597.3,1.15E+00,7.26E-01,4.47E-05
597.4,1.15E+00,7.25E-01,4.43E-05
597.5,1.15E+00,7.24E-01,4.40E-05
597.6,1.15E+00,7.22E-01,4.36E-05
597.7,1.15E+00,7.21E-01,4.32E-05
597.8,1.15E+00,7.20E-01,4.28E-05
597.9,1.15E+00,7.19E-01,4.25E-05
598,1.15E+00,7.17E-01,4.21E-05
598.1,1.15E+00,7.16E-01,4.18E-05
598.2,1.15E+00,7.15E-01,4.14E-05
598.3,1.15E+00,7.13E-01,4.10E-05
598.4,1.15E+00,7.12E-01,4.07E-05
598.5,1.15E+00,7.11E-01,4.03E-05
598.6,1.15E+00,7.10E-01,4.00E-05
598.7,1.15E+00,7.08E-01,3.97E-05
598.8,1.15E+00,7.07E-01,3.93E-05
598.9,1.15E+00,7.06E-01,3.90E-05
599,1.15E+00,7.05E-01,3.87E-05
599.1,1.15E+00,7.03E-01,3.83E-05
599.2,1.15E+00,7.02E-01,3.80E-05
599.3,1.15E+00,7.01E-01,3.77E-05
599.4,1.15E+00,6.99E-01,3.74E-05
599.5,1.15E+00,6.98E-01,3.70E-05
599.6,1.15E+00,6.97E-01,3.67E-05
599.7,1.15E+00,6.96E-01,3.64E-05
599.8,1.15E+00,6.94E-01,3.61E-05
599.9,1.15E+00,6.93E-01,3.58E-05
600,1.15E+00,6.92E-01,3.55E-05
600.1,1.15E+00,6.91E-01,3.52E-05
600.2,1.15E+00,6.89E-01,3.49E-05
600.3,1.15E+00,6.88E-01,3.46E-05
600.4,1.15E+00,6.87E-01,3.43E-05
600.5,1.15E+00,6.85E-01,3.40E-05
600.6,1.15E+00,6.84E-01,3.37E-05
600.7,1.15E+00,6.83E-01,3.35E-05
600.8,1.15E+00,6.82E-01,3.32E-05
600.9,1.15E+00,6.80E-01,3.29E-05
601,1.15E+00,6.79E-01,3.26E-05
601.1,1.15E+00,6.78E-01,3.23E-05
601.2,1.15E+00,6.77E-01,3.21E-05
601.3,1.15E+00,6.75E-01,3.18E-05
601.4,1.15E+00,6.74E-01,3.15E-05
601.5,1.15E+00,6.73E-01,3.13E-05
601.6,1.15E+00,6.71E-01,3.10E-05
601.7,1.15E+00,6.70E-01,3.07E-05
601.8,1.15E+00,6.69E-01,3.05E-05
601.9,1.15E+00,6.68E-01,3.02E-05
602,1.15E+00,6.66E-01,3.00E-05
602.1,1.15E+00,6.65E-01,2.97E-05
602.2,1.15E+00,6.64E-01,2.95E-05
602.3,1.15E+00,6.62E-01,2.92E-05
602.4,1.15E+00,6.61E-01,2.90E-05
602.5,1.15E+00,6.60E-01,2.87E-05
602.6,1.15E+00,6.59E-01,2.85E-05
602.7,1.15E+00,6.57E-01,2.83E-05
602.8,1.15E+00,6.56E-01,2.80E-05
602.9,1.15E+00,6.55E-01,2.78E-05
603,1.14E+00,6.53E-01,2.76E-05
603.1,1.14E+00,6.52E-01,2.73E-05
603.2,1.14E+00,6.51E-01,2.71E-05
603.3,1.14E+00,6.49E-01,2.69E-05
603.4,1.14E+00,6.48E-01,2.67E-05
603.5,1.14E+00,6.47E-01,2.64E-05
603.6,1.14E+00,6.46E-01,2.62E-05
603.7,1.14E+00,6.44E-01,2.60E-05
603.8,1.14E+00,6.43E-01,2.58E-05
603.9,1.14E+00,6.42E-01,2.56E-05
604,1.14E+00,6.40E-01,2.54E-05
604.1,1.14E+00,6.39E-01,2.52E-05
604.2,1.14E+00,6.38E-01,2.49E-05
604.3,1.14E+00,6.36E-01,2.47E-05
604.4,1.14E+00,6.35E-01,2.45E-05
604.5,1.14E+00,6.34E-01,2.43E-05
604.6,1.14E+00,6.32E-01,2.41E-05
604.7,1.14E+00,6.31E-01,2.39E-05
604.8,1.14E+00,6.30E-01,2.37E-05
604.9,1.14E+00,6.28E-01,2.35E-05
605,1.13E+00,6.27E-01,2.33E-05
605.1,1.13E+00,6.26E-01,2.32E-05
605.2,1.13E+00,6.24E-01,2.30E-05
605.3,1.13E+00,6.23E-01,2.28E-05
605.4,1.13E+00,6.22E-01,2.26E-05
605.5,1.13E+00,6.20E-01,2.24E-05
605.6,1.13E+00,6.19E-01,2.22E-05
605.7,1.13E+00,6.18E-01,2.20E-05
605.8,1.13E+00,6.16E-01,2.19E-05
605.9,1.13E+00,6.15E-01,2.17E-05
606,1.13E+00,6.14E-01,2.15E-05
606.1,1.13E+00,6.12E-01,2.13E-05
606.2,1.13E+00,6.11E-01,2.12E-05
606.3,1.12E+00,6.09E-01,2.10E-05
606.4,1.12E+00,6.08E-01,2.08E-05
606.5,1.12E+00,6.07E-01,2.06E-05
606.6,1.12E+00,6.05E-01,2.05E-05
606.7,1.12E+00,6.04E-01,2.03E-05
606.8,1.12E+00,6.03E-01,2.01E-05
606.9,1.12E+00,6.01E-01,2.00E-05
607,1.12E+00,6.00E-01,1.98E-05
607.1,1.12E+00,5.98E-01,1.97E-05
607.2,1.12E+00,5.97E-01,1.95E-05
607.3,1.12E+00,5.96E-01,1.93E-05
607.4,1.11E+00,5.94E-01,1.92E-05
607.5,1.11E+00,5.93E-01,1.90E-05
607.6,1.11E+00,5.92E-01,1.89E-05
607.7,1.11E+00,5.90E-01,1.87E-05
607.8,1.11E+00,5.89E-01,1.86E-05
607.9,1.11E+00,5.87E-01,1.84E-05
608,1.11E+00,5.86E-01,1.83E-05
608.1,1.11E+00,5.85E-01,1.81E-05
608.2,1.11E+00,5.83E-01,1.80E-05
608.3,1.10E+00,5.82E-01,1.78E-05
608.4,1.10E+00,5.81E-01,1.77E-05
608.5,1.10E+00,5.79E-01,1.75E-05
608.6,1.10E+00,5.78E-01,1.74E-05
608.7,1.10E+00,5.76E-01,1.73E-05
608.8,1.10E+00,5.75E-01,1.71E-05
608.9,1.10E+00,5.74E-01,1.70E-05
609,1.10E+00,5.72E-01,1.68E-05
609.1,1.10E+00,5.71E-01,1.67E-05
609.2,1.09E+00,5.69E-01,1.66E-05
609.3,1.09E+00,5.68E-01,1.64E-05
609.4,1.09E+00,5.67E-01,1.63E-05
609.5,1.09E+00,5.65E-01,1.62E-05
609.6,1.09E+00,5.64E-01,1.61E-05
609.7,1.09E+00,5.63E-01,1.59E-05
609.8,1.09E+00,5.61E-01,1.58E-05
609.9,1.09E+00,5.60E-01,1.57E-05
610,1.08E+00,5.58E-01,1.55E-05
610.1,1.08E+00,5.57E-01,1.54E-05
610.2,1.08E+00,5.56E-01,1.53E-05
610.3,1.08E+00,5.54E-01,1.52E-05
610.4,1.08E+00,5.53E-01,1.51E-05
610.5,1.08E+00,5.51E-01,1.49E-05
610.6,1.08E+00,5.50E-01,1.48E-05
610.7,1.07E+00,5.49E-01,1.47E-05
610.8,1.07E+00,5.47E-01,1.46E-05
610.9,1.07E+00,5.46E-01,1.45E-05
611,1.07E+00,5.45E-01,1.44E-05
611.1,1.07E+00,5.43E-01,1.42E-05
611.2,1.07E+00,5.42E-01,1.41E-05
611.3,1.07E+00,5.40E-01,1.40E-05
611.4,1.06E+00,5.39E-01,1.39E-05
611.5,1.06E+00,5.38E-01,1.38E-05
611.6,1.06E+00,5.36E-01,1.37E-05
611.7,1.06E+00,5.35E-01,1.36E-05
611.8,1.06E+00,5.34E-01,1.35E-05
611.9,1.06E+00,5.32E-01,1.34E-05
612,1.06E+00,5.31E-01,1.33E-05
612.1,1.05E+00,5.29E-01,1.32E-05
612.2,1.05E+00,5.28E-01,1.31E-05
612.3,1.05E+00,5.27E-01,1.29E-05
612.4,1.05E+00,5.25E-01,1.28E-05
612.5,1.05E+00,5.24E-01,1.27E-05
612.6,1.05E+00,5.23E-01,1.26E-05
612.7,1.05E+00,5.21E-01,1.25E-05
612.8,1.04E+00,5.20E-01,1.24E-05
612.9,1.04E+00,5.18E-01,1.24E-05
613,1.04E+00,5.17E-01,1.23E-05
613.1,1.04E+00,5.16E-01,1.22E-05
613.2,1.04E+00,5.14E-01,1.21E-05
613.3,1.04E+00,5.13E-01,1.20E-05
613.4,1.03E+00,5.12E-01,1.19E-05
613.5,1.03E+00,5.10E-01,1.18E-05
613.6,1.03E+00,5.09E-01,1.17E-05
613.7,1.03E+00,5.07E-01,1.16E-05
613.8,1.03E+00,5.06E-01,1.15E-05
613.9,1.03E+00,5.05E-01,1.14E-05
614,1.02E+00,5.03E-01,1.13E-05
614.1,1.02E+00,5.02E-01,1.12E-05
614.2,1.02E+00,5.01E-01,1.12E-05
614.3,1.02E+00,4.99E-01,1.11E-05
614.4,1.02E+00,4.98E-01,1.10E-05
614.5,1.02E+00,4.96E-01,1.09E-05
614.6,1.01E+00,4.95E-01,1.08E-05
614.7,1.01E+00,4.94E-01,1.07E-05
614.8,1.01E+00,4.92E-01,1.06E-05
614.9,1.01E+00,4.91E-01,1.06E-05
615,1.01E+00,4.90E-01,1.05E-05
